cost_terms,destination_bucket,eligibility,family,notes,priority,progress_fraction,row_id,source_bucket,status,workload_env,workload_key
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.5,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_resac_ant|p50,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,ant,hybrid_rl_resac_ant
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.75,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_resac_ant|p75,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,ant,hybrid_rl_resac_ant
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.25,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_resac_halfcheetah|p25,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,halfcheetah,hybrid_rl_resac_halfcheetah
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.5,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_resac_halfcheetah|p50,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,halfcheetah,hybrid_rl_resac_halfcheetah
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.75,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_resac_halfcheetah|p75,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,halfcheetah,hybrid_rl_resac_halfcheetah
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.25,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_resac_hopper|p25,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,hopper,hybrid_rl_resac_hopper
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.5,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_resac_hopper|p50,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,hopper,hybrid_rl_resac_hopper
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.75,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_resac_hopper|p75,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,hopper,hybrid_rl_resac_hopper
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.25,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_resac_walker2d|p25,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,walker2d,hybrid_rl_resac_walker2d
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.5,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_resac_walker2d|p50,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,walker2d,hybrid_rl_resac_walker2d
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.75,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_resac_walker2d|p75,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,walker2d,hybrid_rl_resac_walker2d
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.25,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_bapr_ant|p25,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,bapr_ant,hybrid_rl_bapr_ant
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.5,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_bapr_ant|p50,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,bapr_ant,hybrid_rl_bapr_ant
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node007-direct:gpu_node007_4x12gb,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Dual-GPU to four-GPU node migration.,required,0.75,migration|jtl110gpu:gpu_3080ti_12gb_dual|node007-direct:gpu_node007_4x12gb|hybrid_rl_bapr_ant|p75,jtl110gpu:gpu_3080ti_12gb_dual,pending_or_measured_live_gate,bapr_ant,hybrid_rl_bapr_ant
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,cnn,Four-GPU node to 3080Ti node migration.,required,0.25,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|gpu_cnn_torch_resnet50|p25,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,cnn,gpu_cnn_torch_resnet50
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,cnn,Four-GPU node to 3080Ti node migration.,required,0.5,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|gpu_cnn_torch_resnet50|p50,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,cnn,gpu_cnn_torch_resnet50
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,cnn,Four-GPU node to 3080Ti node migration.,required,0.75,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|gpu_cnn_torch_resnet50|p75,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,cnn,gpu_cnn_torch_resnet50
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,llm_small,Four-GPU node to 3080Ti node migration.,required,0.25,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|gpu_llm_distilgpt2|p25,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,llm,gpu_llm_distilgpt2
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,llm_small,Four-GPU node to 3080Ti node migration.,required,0.5,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|gpu_llm_distilgpt2|p50,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,llm,gpu_llm_distilgpt2
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,llm_small,Four-GPU node to 3080Ti node migration.,required,0.75,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|gpu_llm_distilgpt2|p75,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,llm,gpu_llm_distilgpt2
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.25,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_resac_ant|p25,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,ant,hybrid_rl_resac_ant
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.5,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_resac_ant|p50,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,ant,hybrid_rl_resac_ant
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.75,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_resac_ant|p75,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,ant,hybrid_rl_resac_ant
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.25,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_resac_halfcheetah|p25,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,halfcheetah,hybrid_rl_resac_halfcheetah
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.5,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_resac_halfcheetah|p50,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,halfcheetah,hybrid_rl_resac_halfcheetah
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.75,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_resac_halfcheetah|p75,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,halfcheetah,hybrid_rl_resac_halfcheetah
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.25,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_resac_hopper|p25,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,hopper,hybrid_rl_resac_hopper
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.5,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_resac_hopper|p50,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,hopper,hybrid_rl_resac_hopper
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.75,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_resac_hopper|p75,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,hopper,hybrid_rl_resac_hopper
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.25,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_resac_walker2d|p25,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,walker2d,hybrid_rl_resac_walker2d
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.5,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_resac_walker2d|p50,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,walker2d,hybrid_rl_resac_walker2d
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.75,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_resac_walker2d|p75,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,walker2d,hybrid_rl_resac_walker2d
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.25,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_bapr_ant|p25,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,bapr_ant,hybrid_rl_bapr_ant
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.5,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_bapr_ant|p50,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,bapr_ant,hybrid_rl_bapr_ant
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110gpu:gpu_3080ti_12gb_dual,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,hybrid_rl,Four-GPU node to 3080Ti node migration.,required,0.75,migration|node007-direct:gpu_node007_4x12gb|jtl110gpu:gpu_3080ti_12gb_dual|hybrid_rl_bapr_ant|p75,node007-direct:gpu_node007_4x12gb,pending_or_measured_live_gate,bapr_ant,hybrid_rl_bapr_ant
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node005:cpu_hpc_192c,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,cpu_parallel,Within-class CPU migration/equivalence.,required,0.25,migration|node001:cpu_hpc_192c|node005:cpu_hpc_192c|cpu_heavy_local_bench|p25,node001:cpu_hpc_192c,pending_or_measured_live_gate,cpu,cpu_heavy_local_bench
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node005:cpu_hpc_192c,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,cpu_parallel,Within-class CPU migration/equivalence.,required,0.5,migration|node001:cpu_hpc_192c|node005:cpu_hpc_192c|cpu_heavy_local_bench|p50,node001:cpu_hpc_192c,pending_or_measured_live_gate,cpu,cpu_heavy_local_bench
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node005:cpu_hpc_192c,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,cpu_parallel,Within-class CPU migration/equivalence.,required,0.75,migration|node001:cpu_hpc_192c|node005:cpu_hpc_192c|cpu_heavy_local_bench|p75,node001:cpu_hpc_192c,pending_or_measured_live_gate,cpu,cpu_heavy_local_bench
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node005:cpu_hpc_192c,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,freqduet_cpu,Within-class CPU migration/equivalence.,required,0.25,migration|node001:cpu_hpc_192c|node005:cpu_hpc_192c|freqduet_cpu_ablation_c17_32|p25,node001:cpu_hpc_192c,pending_or_measured_live_gate,freqduet,freqduet_cpu_ablation_c17_32
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node005:cpu_hpc_192c,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,freqduet_cpu,Within-class CPU migration/equivalence.,required,0.5,migration|node001:cpu_hpc_192c|node005:cpu_hpc_192c|freqduet_cpu_ablation_c17_32|p50,node001:cpu_hpc_192c,pending_or_measured_live_gate,freqduet,freqduet_cpu_ablation_c17_32
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",node005:cpu_hpc_192c,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,freqduet_cpu,Within-class CPU migration/equivalence.,required,0.75,migration|node001:cpu_hpc_192c|node005:cpu_hpc_192c|freqduet_cpu_ablation_c17_32|p75,node001:cpu_hpc_192c,pending_or_measured_live_gate,freqduet,freqduet_cpu_ablation_c17_32
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110cpu:cpu_jtl110_128c,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,cpu_parallel,Cross-CPU-class migration with staging cost.,required,0.25,migration|node001:cpu_hpc_192c|jtl110cpu:cpu_jtl110_128c|cpu_heavy_local_bench|p25,node001:cpu_hpc_192c,pending_or_measured_live_gate,cpu,cpu_heavy_local_bench
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110cpu:cpu_jtl110_128c,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,cpu_parallel,Cross-CPU-class migration with staging cost.,required,0.5,migration|node001:cpu_hpc_192c|jtl110cpu:cpu_jtl110_128c|cpu_heavy_local_bench|p50,node001:cpu_hpc_192c,pending_or_measured_live_gate,cpu,cpu_heavy_local_bench
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110cpu:cpu_jtl110_128c,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,cpu_parallel,Cross-CPU-class migration with staging cost.,required,0.75,migration|node001:cpu_hpc_192c|jtl110cpu:cpu_jtl110_128c|cpu_heavy_local_bench|p75,node001:cpu_hpc_192c,pending_or_measured_live_gate,cpu,cpu_heavy_local_bench
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110cpu:cpu_jtl110_128c,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,freqduet_cpu,Cross-CPU-class migration with staging cost.,required,0.25,migration|node001:cpu_hpc_192c|jtl110cpu:cpu_jtl110_128c|freqduet_cpu_ablation_c17_32|p25,node001:cpu_hpc_192c,pending_or_measured_live_gate,freqduet,freqduet_cpu_ablation_c17_32
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110cpu:cpu_jtl110_128c,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,freqduet_cpu,Cross-CPU-class migration with staging cost.,required,0.5,migration|node001:cpu_hpc_192c|jtl110cpu:cpu_jtl110_128c|freqduet_cpu_ablation_c17_32|p50,node001:cpu_hpc_192c,pending_or_measured_live_gate,freqduet,freqduet_cpu_ablation_c17_32
"checkpoint_flush_s,sync_s,environment_staging_s,resume_warmup_s,lost_work_s,risk_penalty_s",jtl110cpu:cpu_jtl110_128c,controlled_benchmark_only; checkpoint_verified; resume_verified; no_user_running_task,freqduet_cpu,Cross-CPU-class migration with staging cost.,required,0.75,migration|node001:cpu_hpc_192c|jtl110cpu:cpu_jtl110_128c|freqduet_cpu_ablation_c17_32|p75,node001:cpu_hpc_192c,pending_or_measured_live_gate,freqduet,freqduet_cpu_ablation_c17_32
